Country,Country_Code,Year,Budget_Deficit_Surplus,Capital_Expenditure,Consumer_Price_Index_(CPI),Defence_Expenditure,Education_Expenditure,Expenditure,Exports,Food_Inflation_,Food_Inflation_YoY,GDP_Growth_Rate,GDP_per_Capita,GDP_per_Capita_,GDP_per_capita,Government_Debt,Health_Expenditure,Imports,Inflation_Rate,Inflation_Rate_,Interest_Rate,Labour_Force,Nominal_GDP,Population,Real_GDP,Revenue,Tax_Revenue,Unemployment_Rate,Value_Added_Tax_(VAT),Fiscal_Balance_Ratio,Debt_GDP_Ratio,Expenditure_Growth,Revenue_Growth,Revenue_Volatility,Fiscal_Gap,Debt_Growth,Trade_Balance,Deficit_Revenue_Ratio,Tax_GDP_Ratio,CapEx_Share,Health_Per_Capita
Ivory Coast,CIV,1981.0,-260.0,,29.05,,,891.0,689298.0,,,,,,,,,653321.0,,,,,1944.9,,10624.78,631.0,525.4,,,-13.368296570517762,,0.11235955056179137,2.1035598705501535,20.49077841371629,-260.0,,35977.0,-41.20443740095087,27.014242377500125,,
Ivory Coast,CIV,1982.0,-331.1,,31.19,,,1003.1,747452.0,,,,,,,,,718593.0,,,,,2149.9,,10646.12,672.0,546.3,,,-15.400716312386622,,12.581369248035923,6.497622820919169,24.933912649241844,-331.1,,28859.0,-49.270833333333336,25.410484208567834,,
Ivory Coast,CIV,1983.0,-262.0,,33.04,,,1025.0,796774.0,,,,,,,,,704249.0,,,,,2291.4,,10230.95,763.0,548.2,,,-11.434057781269093,,2.1832319808593237,13.541666666666675,58.296655135608106,-262.0,,92525.0,-34.338138925294885,23.924238456838616,,
Ivory Coast,CIV,1984.0,-29.0,,34.45,,,925.0,1184347.0,,,,,,,,,658569.0,,,,,2486.6,,9954.62,896.0,587.0,,,-1.166251105927773,,-9.756097560975608,17.431192660550465,115.51406840727246,-29.0,,525778.0,-3.2366071428571432,23.606531006193197,,
Ivory Coast,CIV,1985.0,90.0,,35.08,,,1006.0,1318100.0,,,,,,,,,773000.0,,,,,3135.0,,10402.64,1096.0,621.0,,,2.8708133971291865,,8.756756756756756,22.32142857142858,188.72811131360376,90.0,,545100.0,8.211678832116789,19.808612440191386,,
Ivory Coast,CIV,1986.0,-95.5,,37.49,,,1035.0,1160400.0,,,,,,,,,709000.0,,,,,3172.0,,10741.61,939.5,660.2,,,-3.010718789407314,,2.882703777335993,-14.279197080291972,163.69239444763465,-95.5,,451400.0,-10.164981373070782,20.813366960907945,,
Ivory Coast,CIV,1987.0,-257.0,,40.07,,,1051.2,929100.0,,,,,,,,,673900.0,,,,,3031.8,,10710.12,794.2,670.4,,,-8.476812454647403,,1.5652173913043521,-15.465673230441723,132.22079261598765,-257.0,,255200.0,-32.359607151850916,22.112276535391516,,
Ivory Coast,CIV,1988.0,-447.1,,42.85,,,1236.3,826500.0,,,,,,,,,619900.0,,,,,3054.5,,10822.21,789.2,624.0,,,-14.637420199705353,,17.608447488584456,-0.6295643414756968,125.91478070504674,-447.0999999999999,,206600.0,-56.652306132792695,20.428875429693893,,
Ivory Coast,CIV,1989.0,-517.9,,43.29,,,1197.5,895700.0,,,,,,,,,673400.0,,,,,3109.5,,11146.63,679.6,563.2,,,-16.655410837755266,,-3.1383968292485576,-13.88748099341105,161.16935192523425,-517.9,,222300.0,-76.20659211300764,18.112236694002252,,
Ivory Coast,CIV,1990.0,-352.2,,42.95,,,983.0,793012.4,,,-1.6,,,,,,571103.3,,,,,3725.61,11910540.0,11023.7,630.8,516.1,,,-9.453485469493586,,-17.912317327766182,-7.180694526191889,119.55914017757077,-352.20000000000005,,221909.09999999998,-55.83386176284084,13.85276505055548,,
Ivory Coast,CIV,1991.0,-384.3,,43.69,,,973.8,763073.9,,,0.0,,,,,,593373.7,,,,,4089.15,12369269.0,11023.7,589.5,499.9,,,-9.39804115769781,,-0.935910478128188,-6.547241597970821,92.45208488725395,-384.29999999999995,,169700.20000000007,-65.19083969465649,12.225034542631107,,
Ivory Coast,CIV,1992.0,-344.8,,45.43,,,942.3,801362.7,,,-0.1,,,,,,615149.1,,,,,4076.32,12838314.0,11013.98,597.5,499.8,,,-8.458609726419908,,-3.2347504621072054,1.3570822731127974,81.80774413220307,-344.79999999999995,,186213.59999999998,-57.70711297071129,12.261058994387094,,
Ivory Coast,CIV,1993.0,-350.9,,46.65,,,883.9,713229.0,,,-0.4,,,,,,570473.3,,,,,4073.26,13316448.0,10968.86,533.0,435.3,,,-8.614721377962614,,-6.197601613074388,-10.794979079497914,54.09590557519111,-350.9,,142755.69999999995,-65.83489681050656,10.686771774941937,,
Ivory Coast,CIV,1994.0,-289.4,,58.77,,,1166.0,1522420.0,,,2.1,,,,,,1056147.0,,,,,5883.59,13802285.0,11199.08,876.6,678.5,,,-4.918765583597769,,31.91537504242561,64.46529080675423,133.90252798211094,-289.4,,466273.0,-33.01391740816792,11.532074804668579,,
Ivory Coast,CIV,1995.0,-184.3,,95.37555555555555,,,1322.6,1819297.0,,,7.1,,,,,,1469768.0,,,,,7558.21,14299727.0,11994.34,1138.3,897.4,,,-2.438408035765082,,13.430531732418526,29.853981291352948,256.3514911210778,-184.29999999999995,,349529.0,-16.190810858297464,11.873181613106807,,
Ivory Coast,CIV,1996.0,-112.6,,98.23307692307692,,,1385.1,2188326.0,,,6.9,,,,,,1443422.0,,,,,8584.26,14810946.0,12821.84,1272.5,1040.7,,,-1.3117030472050006,,4.7255406018448465,11.78951067381182,324.39862360990384,-112.59999999999991,,744904.0,-8.848722986247544,12.12335134303947,,
Ivory Coast,CIV,1997.0,-122.4,,63.62307692307692,,,1494.5,2495623.0,,,5.7,,,,,,1608649.0,,,,,9457.93,15335453.0,13555.62,1372.1,1112.8,,,-1.2941521030500331,,7.8983466897696974,7.827111984282897,338.28496123830286,-122.40000000000009,,886974.0,-8.920632606952847,11.765788074134614,,
Ivory Coast,CIV,1998.0,-118.3,,66.53076923076922,,,1557.4,2592600.0,,,4.9,,,,,,1764600.0,,4.614166666666667,,,10285.48,15858990.0,14224.03,1439.1,1142.1,,,-1.1501650870936506,,4.208765473402476,4.88302601851176,222.76306246772612,-118.30000000000018,,828000.0,-8.220415537488709,11.104002924511057,,
Ivory Coast,CIV,1999.0,-185.1,,66.96923076923078,,,1521.6,2758513.0,,,1.6,,,,,,1777816.0,,0.7233333333333333,,,10533.97,16345894.0,14454.08,1336.5,1149.1,,,-1.757172272182283,,-2.298702966482613,-7.1294559099437045,114.12510679074977,-185.0999999999999,,980697.0,-13.849607182940515,10.908517871229934,,
Ivory Coast,CIV,2000.0,-89.6,,68.6923076923077,,,1360.2,2534366.0,,,-2.1,,,,,,1771560.0,,2.5366666666666666,,,10547.73,16799670.0,14155.12,1270.6,1077.5,,,-0.8494718768872543,,-10.607255520504722,-4.930789375233823,71.09703228686857,-89.60000000000014,,762806.0,-7.051786557531875,10.215468162343937,,
Ivory Coast,CIV,2001.0,69.7,,71.6923076923077,,,1306.9,2669423.0,,,0.1,,,,,,1867237.0,,4.3575,,,11341.65,17245468.0,14172.3,1376.6,1168.4,,,0.6145490294622035,,-3.918541390971908,8.342515347080127,61.68101004361089,69.69999999999982,,802186.0,5.063199186401279,10.301852023294671,,
Ivory Coast,CIV,2002.0,-122.1,,73.88461538461539,,,1591.6,3456184.0,,,-1.7,,,,,,1816340.0,,3.0833333333333335,,,11896.02,17683897.0,13935.97,1469.5,1259.3,,,-1.0263937014228288,,21.784375239115448,6.748510823768705,79.62941039590854,-122.09999999999991,,1639844.0,-8.308948621980266,10.585893433265916,,
Ivory Coast,CIV,2003.0,-209.8,,76.33846153846153,,,1611.0,3189550.0,,,-1.4,,,,,,2048404.0,,3.311666666666667,,,12297.64,18116451.0,13746.52,1401.2,1189.9,,,-1.7060183905204578,,1.218899220909786,-4.64783940115685,74.02024723006558,-209.79999999999995,,1141146.0,-14.972880388238652,9.675840242518078,,
Ivory Coast,CIV,2004.0,-150.9,,77.43076923076923,,,1665.0,3655377.0,,,1.2,,,,,,2486800.0,,1.4591666666666667,,,12089.31,18544903.0,13915.81,1514.1,1241.4,,,-1.248210195619105,,3.3519553072625774,8.057379389095054,93.45803871256885,-150.9000000000001,,1168577.0,-9.966316623736875,10.268576122210451,,
Ivory Coast,CIV,2005.0,-147.7,,80.43846153846154,,,1713.7,3809246.3,,,1.7,,,,,,3353872.6,,3.8958333333333335,,,12456.78,18970215.0,14155.33,1566.0,1251.2,,,-1.1856996751969608,,2.924924924924932,3.4277788785417096,78.287783210409,-147.70000000000005,,455373.6999999997,-9.431673052362708,10.044329272893957,,
Ivory Coast,CIV,2006.0,-126.5,,82.41538461538462,,,1742.0,4206857.1,,,1.5,,,,,,3325441.2,,2.4650000000000003,,,12866.77,19394057.0,14369.92,1615.5,1364.0,,,-0.9831527259755166,,1.6513975608332787,3.1609195402298784,83.22801811890027,-126.5,,881415.8999999994,-7.83039306716187,10.600951132257745,,
Ivory Coast,CIV,2007.0,-78.2,,84.0,,,1949.4,3865586.9,,,1.8,,,,,,3705459.2,,1.8983333333333334,,,13477.74,19817700.0,14623.52,1871.2,1468.1,,,-0.5802159709268765,,11.905855338691174,15.827917053543805,174.38544950769253,-78.20000000000005,,160127.69999999972,-4.179136383069688,10.89277579178705,,
Ivory Coast,CIV,2008.0,-41.1,,89.3076923076923,,,2201.2,4409963.6,,,2.5,,,,,,3793000.5,,6.3175,,,14994.95,20244449.0,14995.38,2160.1,1626.4,,,-0.2740922777335036,,12.916794911254726,15.439290294997864,269.4252159691069,-41.09999999999991,,616963.0999999996,-1.9026896902921162,10.846318260481029,,
Ivory Coast,CIV,2009.0,98.2,,89.76923076923077,,,2375.7,5077175.4,,,3.3,,,,,,3593018.6,,0.5225000000000001,,,15845.23,20677762.0,15482.95,2473.9,1888.7,,,0.619744869591669,,7.927494094130472,14.527105226609894,381.8925018902568,98.20000000000027,,1484156.8000000003,3.969440963660617,11.919675511179074,,
Ivory Coast,CIV,2010.0,-216.1,,91.22307692307693,,,2498.8,5539717.6,,,2.0,,,,,,4412291.5,,1.7541666666666667,,,17035.94,21120042.0,15795.04,2282.7,1928.5,,,-1.268494723508066,,5.181630677274085,-7.728687497473641,339.8587530136597,-216.10000000000036,,1127426.0999999996,-9.46685942086126,11.32018544324528,,
Ivory Coast,CIV,2011.0,-485.5,,95.80000000000001,,,2211.4,5797514.6,,,-4.2,,,,,,3595631.8,,4.8999999999999995,7.90888888888889,,16743.15,21562914.0,15132.22,1725.9,1493.1,,,-2.899693307412285,,-11.501520729950377,-24.392167170456027,303.7493506165893,-485.5,,2201882.8,-28.130250883596965,8.917676781250838,,
Ivory Coast,CIV,2012.0,-432.5,,97.03846153846153,,,3054.0,6041005.8,,,10.1,,,,,,5506532.2,,1.3316666666666668,7.5975,,18907.19,22010712.0,16660.36,2621.5,2213.0,,,-2.2874895740720858,,38.10255946459256,51.89176661451995,343.48792118501,-432.5,,534473.5999999996,-16.498188060270838,11.704542028720292,,
Ivory Coast,CIV,2013.0,-346.1,,99.55384615384615,,,3385.6,7157155.8,,,9.3,,,,,,6537302.2,,2.59,7.065,,21351.39,22469268.0,18204.54,3039.5,2408.6,,,-1.6209717493802511,,10.857891290111322,15.945069616631692,481.54318601761946,-346.0999999999999,,619853.5999999996,-11.386741240335581,11.28076439051509,,
Ivory Coast,CIV,2014.0,-376.3,,100.00769230769232,,,3669.6,6752676.3,,,8.8,,,,,,7549.0,,0.4558333333333333,6.4433333333333325,,24137.13,22995555.0,19804.55,3293.3,2573.3,,,-1.559008879680393,,8.388468809073736,8.350057575259084,620.2302411201825,-376.2999999999997,,6745127.3,-11.426229010415085,10.66116808419228,,
Ivory Coast,CIV,2015.0,-553.2,,101.23846153846154,,,4470.0,7741831.8,,,8.8,,,,,,7156.7,,1.2391666666666665,6.1308333333333325,,27086.37,23596741.0,21555.73,3916.8,2954.9,,,-2.042355620188309,,21.811641595814258,18.93237785807549,815.8153344967228,-553.1999999999998,,7734675.1,-14.123774509803921,10.909176829527176,,
Ivory Coast,CIV,2016.0,-838.5,,101.96153846153847,,,5015.1,6446574.5,,,7.2,,,,,,4958645.6,,0.7191666666666666,6.18,,28686.71,24213622.0,23101.87,4176.6,3352.6,,,-2.9229563097336713,,12.194630872483225,6.632965686274517,635.8345169932189,-838.5,,1487928.9000000004,-20.076138485849732,11.686944930248188,,
Ivory Coast,CIV,2017.0,-998.4,,102.36769230769231,,,5521.8,6882163.2,,,7.4,,,,,,5185887.6,,0.4075,6.413333333333333,,30491.65,24848016.0,24813.9,4523.4,3458.1,,,-3.2743390403602293,,10.103487467847106,8.303404683235138,615.0964290255632,-998.4000000000005,,1696275.6000000006,-22.071892823981962,11.34113765571886,,
Ivory Coast,CIV,2018.0,-944.3,,103.02384615384615,,,5708.4,6563596.6,,,4.8,,,,,,5913143.4,,0.6241666666666666,6.331666666666667,,32506.1,25493988.0,26015.67,4764.1,3651.1,,,-2.9049932166577963,,3.3793328262522904,5.32121855241634,571.0564621821557,-944.2999999999993,,650453.1999999993,-19.82116244411326,11.232045677580516,,
Ivory Coast,CIV,2019.0,-785.4,,103.8423076923077,,,5943.8,7325218.6,,,6.7,,,,,,5996689.2,,0.8091666666666666,6.383333333333333,,35379.0,26147551.0,27764.28,5158.4,3972.3,,,-2.219960993809887,,4.1237474598836865,8.27648454062675,486.87468408205353,-785.4000000000005,,1328529.3999999994,-15.22565136476427,11.227847027897907,,
Ivory Coast,CIV,2020.0,-1965.8,,106.35,,,7255.1,7155856.5,,,0.7,,,,,,6040347.1,,2.4,6.439166666666666,,36277.95,26811790.0,27958.56,5289.3,4149.2,,,-5.418718532882922,,22.061644066085663,2.537608560794058,456.2710630754476,-1965.8000000000002,,1115509.4000000004,-37.16559847238765,11.43725045103155,,
Ivory Coast,CIV,2021.0,-1961.9,,110.79230769230769,,,8102.1,8363019.0,,,7.1,,,,,,7627993.1,,4.1475,5.574166666666667,,40366.86,27478249.0,29933.36,6140.2,5096.0,,,-4.860174905850988,,11.674546181306944,16.08719490291721,620.1557118982283,-1961.9000000000005,,735025.9000000004,-31.95172795674408,12.624216993840987,,
Ivory Coast,CIV,2022.0,-2981.8,,116.53846153846153,,,9666.2,9988614.4,,,6.2,,,,,,10708714.4,,5.208333333333333,6.009166666666666,,43771.18,28160542.0,31794.57,6684.4,5616.7,,,-6.8122449520437875,,19.304871576504866,8.862903488485706,783.8603619267894,-2981.800000000001,,-720100.0,-44.60834181078332,12.831959293763612,,
Ivory Coast,CIV,2023.0,-2508.1,,121.6576923076923,,,10279.8,,,,6.5,,,,,,,,4.39,6.498333333333334,,47790.92,28873034.0,33872.65,7771.7,6508.0,,,-5.248068043050855,,6.3478926568868665,16.266231823349898,1074.9858301391682,-2508.0999999999995,,,-32.27221843354736,13.617649545143722,,
Ivory Coast,CIV,2024.0,-2120.6,,125.87538461538462,,,10896.5,,,,6.1,,,,,,,,3.450833333333333,6.449166666666667,,52400.0,,35924.43,8775.9,7533.8,,,-4.046946564885496,,5.999143952216968,12.921239883165846,1368.5557295923304,-2120.6000000000004,,,-24.163903417313325,14.377480916030535,,
Ivory Coast,CIV,2025.0,,,101.46666666666665,,,,,,,,,,,,,,,1.2,6.37,,,,,,,,,,,0.0,0.0,1171.53288330574,,,,,,,
Kenya,KEN,1998.0,,,,,,,9515.960000000001,,,,,,,,,16301.62,,,,,,,,,,,,,,,,,,,-6785.66,,,,
Kenya,KEN,1999.0,,,,,,,10214.833333333334,,,,,,,,,16205.966666666667,,,,,,,,,,,,,,,,,,,-5991.133333333333,,,,
Kenya,KEN,2000.0,,8150.285714285715,,,,76094.42857142857,11210.591666666667,,,0.0,,,,,,20650.333333333332,,,,,967838.0,,982855.0,69268.28571428571,58942.142857142855,,17313.428571428572,,,,,,-6826.142857142855,,-9439.741666666665,,6.090083552944073,10.71075224204513,
Kenya,KEN,2001.0,,14043.75,,,,117747.08333333333,12726.016666666668,,,3.8,,,,,,23288.433333333334,,,,,1020022.0,,1020111.0,100634.83333333333,83410.58333333333,,26657.25,,,54.73811360946894,45.282696540848086,,-17112.25,,-10562.416666666666,,8.177331796111586,11.927047025227095,
Kenya,KEN,2002.0,,12411.75,,,,120035.5,14320.508333333333,,,0.5,,,,,,21472.083333333332,,,,,1035374.0,,1025583.0,101618.5,84443.5,,27801.833333333332,,,1.943501785252999,0.9774614157788353,18400.01935678658,-18417.0,,-7151.574999999999,,8.15584513422203,10.340066063789461,
Kenya,KEN,2003.0,,18158.541666666668,,,,135018.04166666666,15260.1,,,2.9,,,,,,23485.325,,,,,1131783.0,,1055658.0,111219.66666666667,92735.08333333333,,29973.5,,,12.481758868556936,9.44824679233276,18247.154426211393,-23798.374999999985,,-8225.225,,8.193715874273897,13.448974257452631,
Kenya,KEN,2004.0,,16862.291666666668,,,,141088.66666666666,17716.891666666666,,,5.1,,,,,,30067.658333333336,,,,,1274328.0,,1109338.0,130212.75,107917.91666666667,,33775.25,,,4.4961583837715535,17.077090682403284,22094.063642560755,-10875.916666666657,,-12350.76666666667,,8.468613784415526,11.95155646803665,
Kenya,KEN,2005.0,,22249.25,,,,161581.75,20310.983333333334,,,5.7,,,,,,38707.933333333334,,13.108333333333334,,,1415823.0,,1172784.0,149974.66666666666,127562.58333333333,,38752.0,,,14.524967750776119,15.17663720846587,21123.010656002876,-11607.083333333343,,-18396.95,,9.009783237970659,13.769655298324224,
Kenya,KEN,2006.0,,30242.608333333334,,,,197697.225,20658.350000000002,,,6.5,,,,,,43905.81666666667,,6.958333333333333,,,1622565.0,,1249470.0,162100.26666666666,138632.03333333333,,41620.666666666664,,,22.351209217625147,8.08509881668904,25408.735140668978,-35596.95833333334,,-23247.46666666667,,8.54400491403015,15.297436943453976,
Kenya,KEN,2007.0,,41339.833333333336,,,,218264.66666666666,22882.99166666667,,,6.9,,,,,,50426.75833333333,,4.791666666666667,,,1833511.0,,1336849.0,196353.83333333334,166109.91666666666,,53690.75,,,10.403505495166488,21.131098283202498,32367.19257933187,-21910.833333333314,,-27543.766666666663,,9.059662945390928,18.940231584284525,
Kenya,KEN,2008.0,,58119.0,,,,266431.25,28579.541666666668,,,1.5,,,,,,63895.23333333334,,10.283333333333333,8.875,,2107589.0,,1357262.0,228840.58333333334,196059.16666666666,,62595.666666666664,,,22.06797099545812,16.54500421433076,39185.64481636563,-37590.66666666666,,-35315.691666666666,,9.302533210538993,21.813882568204743,
Kenya,KEN,2009.0,,70155.08333333333,,,,307126.9166666667,28745.733333333334,,,2.7,,,,,,65674.72499999999,,14.108333333333334,7.8999999999999995,,1227866.2,,2144584.8,258635.5,226231.5,,70205.83333333333,,,15.274359395403758,13.01994437903824,45328.703240227536,-48491.416666666686,,-36928.991666666654,,18.42476810584085,22.84237542405786,
Kenya,KEN,2010.0,,99701.55833333333,,,,377812.97500000003,34016.816666666666,,,8.1,,,,,,79952.8,,5.608333333333333,6.371428571428572,,1353394.4,,2317405.6,293118.0833333333,249891.5,,78886.41666666667,,,23.015259978027537,13.332502047604965,51292.4915958188,-84694.89166666672,,-45935.98333333334,,18.46405600614278,26.38913031860098,
Kenya,KEN,2011.0,,108835.45833333333,,,,411400.7583333333,42586.40833333333,,,5.1,,,,,,109638.0,,8.0,9.6125,,1577718.4,,2436082.6,329358.63333333336,288263.39166666666,,91554.46666666667,,,8.890055544898434,12.363805599392986,52256.766010152314,-82042.12499999994,,-67051.59166666667,,18.270902568333277,26.454851170971956,
Kenya,KEN,2012.0,,134489.05000000002,,,,491932.64999999997,43344.229999999996,,,4.5600000000000005,,,,,,114941.63,,14.283333333333333,16.5,,1804397.8,,2547379.2,351515.0833333333,321385.9166666667,,93551.74166666665,,,19.575046967078393,6.727150211841004,50101.97994260283,-140417.56666666665,,-71597.40000000001,,17.81125629097235,27.338915194996723,
Kenya,KEN,2013.0,,143294.83333333334,,,,581476.4416666667,42224.941666666666,,,5.3,,,,,,117400.59166666667,,5.566666666666666,8.833333333333334,,2013776.2,,2644124.8,426233.59166666673,387436.1166666667,,109004.51666666666,,,18.20244939356368,21.256131493646222,63564.29596113572,-155242.84999999992,,-75175.65000000001,,19.239283723120113,24.643274097676617,
Kenya,KEN,2014.0,,131618.34166666667,,,,622837.6416666667,44265.94166666667,,,5.26,,,,,,134871.20833333334,,6.825,8.5,,2281296.6,,2776862.8,519983.18333333335,455128.69166666665,,124945.17499999999,,,7.113134262404142,21.994885785534922,90243.51119730982,-102854.45833333337,,-90605.26666666666,,19.950439222443354,21.13204675852055,
Kenya,KEN,2015.0,,216863.74166666667,,,,766915.9833333334,72630.66875,,,5.58,,,,,,197194.6125,,6.5249999999999995,10.125,,2633700.4,,2914809.8,575094.9333333333,527634.6583333333,,140530.09166666667,,,23.13256810894151,10.598756222597071,105957.069025337,-191821.05000000005,,-124563.94374999999,,20.033966594428634,28.277379319190526,
Kenya,KEN,2016.0,,220853.99166666667,,,,867275.7916666666,72296.65625,,,5.54,,,,,,178992.4875,,6.583333333333333,10.666666666666666,,2923405.4,,3037625.4,639446.0333333333,579393.6916666667,,155464.81666666668,,,13.086154222151958,11.189648225035075,115046.62301658781,-227829.7583333333,,-106695.83124999999,,19.819135986636223,25.46525497295915,
Kenya,KEN,2017.0,,288931.18333333335,,,,1026486.9500000001,74266.0625,,,4.6,,,,,,190702.8125,,7.675,10.0,,3325553.8,,3154208.6,727049.3666666667,652264.8666666667,,180540.75833333333,,,18.357615866041076,13.699879077624534,114452.8288075865,-299437.5833333334,,-116436.75,,19.613721680481213,28.14757492370783,
Kenya,KEN,2018.0,,239301.69166666665,,,,1063731.2249999999,76844.3875,,,6.159999999999999,,,,,,220204.89375,,5.583333333333333,9.333333333333334,,3649058.2,,3332356.4,783225.7999999999,698254.9083333333,,194302.15,,,3.6283242568256435,7.7266325931741875,107595.1173483495,-280505.42499999993,,-143360.50624999998,,19.135208869327798,22.496443278391745,
Kenya,KEN,2019.0,,266921.73333333334,,,,1204857.175,74633.95625,,,5.1,183969.5,,,,,225281.93125,,5.058333333333334,8.916666666666666,18560025.0,4095090.66,26861732.75,3502778.3200000003,882125.4500000001,764205.8583333334,5.275,221753.775,,,13.267068473993525,12.627220655907934,120217.13653771945,-322731.725,,-150647.97499999998,,18.66151257157597,22.153807013128617,
Kenya,KEN,2020.0,,285510.19166666665,,,,1286758.7249999999,80359.45625,,,-0.27999999999999997,178891.9,,,,,205308.18125,,5.791666666666667,7.241666666666667,18608768.0,4286028.0,27576296.25,3493224.2600000002,915901.2000000001,758760.0166666667,7.05,208162.65,,,6.797614829326126,3.828905514516112,112929.585544482,-370857.5249999998,,-124948.72499999999,,17.703104521637904,22.18832374085256,
Kenya,KEN,2021.0,,252537.45833333334,,,,1344561.5416666667,92729.7625,,,7.659999999999999,188976.3,,,,,264561.60625,,5.483333333333333,7.0,18893659.75,4811064.7,28146963.5,3758377.0200000005,949711.6166666667,798446.1583333333,5.975,226731.59166666667,,,4.492125488923104,3.6914916878225013,93381.24570460254,-394849.92500000005,,-171831.84375,,16.596038675874247,18.78214202232035,
Kenya,KEN,2022.0,,246056.68333333332,,,,1499023.1166666665,108855.75625,,,4.88,194626.9,,,,,310935.8375,,6.641666666666667,7.683333333333334,19105097.25,5395856.7,28764893.75,3941033.38,1139229.8583333332,961398.375,5.375,279589.39166666666,,,11.487876918488627,19.955346269412246,130496.6829206801,-359793.2583333333,,-202080.08125000002,,17.817344463577026,16.414468902953434,
Kenya,KEN,2023.0,,217502.7666666667,,,,1571118.2416666665,125659.35,,,5.56,201841.0,,,,,325681.4875,,8.366666666666667,10.133333333333333,,6043522.38,,4159992.04,1250897.2916666667,1047556.5333333333,,305280.825,,,4.8094738632394,9.802010763367841,159709.86897502374,-320220.9499999997,,-200022.13749999998,,17.333542716744823,13.843819064562346,
Kenya,KEN,2024.0,,252873.725,,,,1788434.6666666667,130978.8,,,4.533333333333333,,,,,,314630.38666666666,,5.941666666666666,12.581818181818182,,4042754.6666666665,,2720702.0,1398258.9666666668,1131761.0833333333,,342707.5333333333,,,13.831958616269869,11.78047758051013,203102.940431129,-390175.69999999995,,-183651.58666666667,,27.9947999977573,14.139388467084062,
Kenya,KEN,2025.0,,290101.4,,,,2068187.5,,,,,,,,,,,,3.925,10.966666666666669,,,,,1564875.4,1251417.7,,365346.6,,,15.64232893420392,11.91599248103039,236119.6469659681,-503312.1000000001,,,,,14.026842343839716,
Nigeria,NGA,1981.0,,6.57,,,,,11023.3,,,,,,,,,12839.6,,,,,139.31,,19748.53,,,,,,,,,,,,-1816.300000000001,,,,
Nigeria,NGA,1982.0,,6.42,,,,,8206.4,,,-6.8,,,,,,10770.5,,,,,149.05,,18404.96,,,,,,,,,,,,-2564.1000000000004,,,,
Nigeria,NGA,1983.0,,4.89,,,,,7502.5,,,-10.93,,,,,,8903.7,,,,,158.75,,16394.39,,,,,,,,,,,,-1401.2000000000007,,,,
Nigeria,NGA,1984.0,,4.1,,,,,9088.0,,,-1.11,,,,,,7178.3,,,,,165.85,,16211.49,,,,,,,,,,,,1909.6999999999998,,,,
Nigeria,NGA,1985.0,,5.46,,,,,11720.8,,,5.91,,,,,,7062.6,,,,,187.83,,17170.08,,,,,,,,,,,,4658.199999999999,,,,
Nigeria,NGA,1986.0,,8.53,,,,,8920.6,,,0.06,,,,,,5983.6,,,,,198.12,,17180.55,,,,,,,,,,,,2937.0,,,,
Nigeria,NGA,1987.0,,6.37,,,,,30360.6,,,3.2,,,,,,17861.7,,,,,244.68,,17730.34,,,,,,,,,,,,12498.899999999998,,,,
Nigeria,NGA,1988.0,,8.34,,,,,31192.8,,,7.33,,,,,,21445.7,,,,,315.62,,19030.69,,,,,,,,,,,,9747.099999999999,,,,
Nigeria,NGA,1989.0,,15.03,,,,,57971.2,,,1.92,,,,,,30860.2,,,,,414.86,,19395.96,,,,,,,,,,,,27110.999999999996,,,,
Nigeria,NGA,1990.0,,24.05,,,,,109886.1,,,11.78,,,,,,45717.9,,,,,494.64,,21680.2,,,,,,,,,,,,64168.200000000004,,,,
Nigeria,NGA,1991.0,,28.34,,,,,121535.4,,,0.36,,,,,,89488.2,,,,,590.06,,21757.9,,,,,,,,,,,,32047.199999999997,,,,
Nigeria,NGA,1992.0,,39.76,,,,,205611.7,,,4.63,,,,,,143151.2,,,,,906.03,,22765.55,,,,,,,,,,,,62460.5,,,,
Nigeria,NGA,1993.0,,54.5,,,,,218770.1,,,-2.04,,,,,,165629.4,,,,,1257.17,,22302.24,,,,,,,,,,,,53140.70000000001,,,,
Nigeria,NGA,1994.0,,70.92,,,,,206059.2,,,-1.82,,,,,,162788.8,,,,,1768.79,,21897.47,,,,,,,,,,,,43270.40000000002,,,,
Nigeria,NGA,1995.0,,121.14,,,,,950661.4,,,-0.08,,,,,,755127.7,,,,,3100.24,,21881.56,,,,,,,,,,,,195533.70000000007,,,,
Nigeria,NGA,1996.0,,212.93,,,,,1309543.4,,,4.19,,,,,,562626.6,,,,,4086.07,,22799.69,,,,,,,,,,,,746916.7999999999,,,,
Nigeria,NGA,1997.0,,269.65,,,,,1241662.7,,,2.93,,,,,,845716.6,,,,,4418.71,,23469.34,,,,,,,,,,,,395946.1,,,,
Nigeria,NGA,1998.0,,309.02,,,,,751856.7,,,2.58,,,,,,837418.7,,,,,4805.16,,24075.15,,,,,,,,,,,,-85562.0,,,,
Nigeria,NGA,1999.0,,498.03,,,,,1188969.8,,,0.58,,,,,,862515.7,,,,,5482.35,,24215.78,,,,,,,,,,,,326454.1000000001,,,,
Nigeria,NGA,2000.0,,239.45,,43.4,,,1945723.3,,,5.01,,,,,15.22,985022.39,,,,,7062.75,,25430.42,,,,,,,,,,,,960700.91,,,,
Nigeria,NGA,2001.0,,438.7,,47.07,,,1867953.85,,,5.92,,,,,24.52,1358180.33,,,,,8234.49,,26935.32,,,,,,,,,,,,509773.52,,,,
